ProductId,Score,Text
B000KV61FC,4,"I purchased this product hoping that the ""bullet proof like material"" would last longer than the other toys I'd purchased for my 8 month old lab. He's a chewer, and within an hour had the rubber-rope gnawed in two. But someone posted a photo of the modification they made post-rope that saved the day: inserting a tennis ball into the bottle. AMAZING IDEA! Whom ever came up with that should write the company and suggest the modification. He can't get through the bottle, and the ball blocks the hole enough to where he really has to try to get the treat out. It is loud, but this is the first toy to survive my lab. If it's lab proof, I'm sure it can survive anything!"
B000GAT6NG,5,"Repeat customer.  I've yet to try another brand of coconut oil but I love this Nutiva so far.  Vitamin Shoppe is a great vendor, prompt communication, prompt everything. $.99 ship is great!"
B004EAGP74,3,"I prefer the Spectrum coconut oils. Because they are flavorless, they have more potential uses."
B000NMJWZO,5,We have always Pamela Products in the past and have always been happy. The product arrived on schedule and like it was described. We'll be ordering again..
B000NMJWZO,5,"I am new to being gluten free and because of this mix, I can make my own bread, I make waffles all the time, have made bananna bread and pumpkin bread (recipe on the back) with it and am most satisfied. In fact, after dropping gluten very cold turkey, I don't miss anything because I can make so much with this."
B0041NYV8E,3,"Well, it seems theoretically impossible that this induced an asthma attack. So perhaps THAT was a coincidence. I may of course be allergic to an ingredient or preservative in this. I inhaled, my throat constricted...attempted two sips...and couldn't breath. I don't have many food allergies either. Perhaps it was just the strength of this brew. Do check out the ingredient list if you're alkergy prone (the single packet sent by Vine didn't include ingredients).  I like lemon. I like ginger(find it wonderful for settling an upset stomach), I love hot teas (usually very asthma friendly).  But this...was very, very strong. Tastewise, it not bad just strong. I would suggest diluting it a bit. It looks kind of like apple cider when mixed, rather like little bits of a fibersupplement when not, lol. But ive never felt so wheezy with a tea or ginger or lemon! I'm giving it 2 stars because I cant honestly say I like it, even though I like things in in its category.  I felt the taste would be much improved by dilution, though. Also, only two stars Bc I'm suspicious about the respiratory issue that prevented me from trying it further. Ok ok, that couldbe coincidence.....  so three stars."
B006MONQMC,4,"This has been my regular workout drink after any cardio workout.  I take a sip of this drink every 10 mins and keeps my body going without any dehydration and tiredness.<br /><br />How to use:<br />  Note that this is a concentrate, Squeeze 2-3 'squeezes' into a bottle/glass of water and enjoy.  Best with a couple of cubes of ice<br /><br />Compared to Gatorade :<br />  * Gatorade contains BVO (brominated vegitable oils) which is banned in many countries for causing cancer<br />  * Plus Gatorade does not have the vitamins & minerals like this one does.<br />  * Easier to store and mix with readily available water<br /><br />Taste:  think of it a mix of orange and raspberry juices, I loved it, my wife hates it.<br /><br />What is not good:<br />  Opening the inner sealing is very difficult, I found myself driving in car on a hot texas summer day and when I wanted to use it, after struggling to pull the seal with my hands, I ended up using a utility knife to pierce through the seal<br /><br />  Artifical sweetener - sucralose is relatively safe, but it is best if avoided"
B004EAGP74,5,"I have tried many different brands of coconut oil, and my kids like this the best, I found even better price on iherb.com, use LOV684 to get $5 off your first order. they also have free shipping on orders over $40..."
B006MONQMC,4,"First, let me start by saying that I am not a fan of water. I hate plain water -- and anything that will help me to be able to drink more is a good thing in my estimation. I have tried several different ""squirt"" additives (such as <a href=""http://www.amazon.com/gp/product/B004E4EBMG"">MIO Mango Peach, 1.62 Ounce (Pack of 4)</a>) and found them to be OK but I like this better. At first it seemed that there was a bit of a medicinal taste to the water, but either I got used to it or it faded fast, because now I don't notice it anymore. It's important to shake the bottle well, however, before squeezing it into your drink. I usually fill a tumbler with ice and water (about 16 ounces) and then squeeze the bottle and, voila, my drink is ready. I sometimes stir the additive into the water, but it doesn't really seem to be necessary to do that.<br /><br />Any time you add an artificial flavoring to a product, opinions on whether it is good or bad are going to be entirely a personal reaction. The flavor I received was fruit punch, and I must confess it's not my favorite (I'd prefer cherry), but it goes down easy when I'm really thirsty. I don't consume a lot of fruit either, so I'm glad this product offers 120% of my vitamin C daily requirement per squeeze (serving). It also contains caffeine, taurine, 40% of the RDA for some of the B vitamins and a trace amount of some minerals. NO fat, NO carbohydrates, and NO calories!<br /><br />This is a good sized-bottle so it's not something you can carry everywhere, and it has to be refrigerated after opening. It offers 24 servings (at 15 mL = 1/2 ounce) per bottle so it's about 25¢ a serving. Anyway, I like it and would really like to try another flavor. Anything to increase my water intake!"
B0041NYV8E,2,"I was interested in this product because I've enjoyed the health benefits of lemon and ginger in other beverages. The first thing I noted was that when you mix the product with hot water, according to the package directions, the powder does not completely dissolve. Secondly, the product was overly sweet for me. The sample I received to review was the actual packet so I don't know what information is given on the box the packets come in. However, the packet gives no information on the ingredients other than lemon and ginger. The listing states that honey is used as a sweetener. There's no other apparent information as to any other possible ingredients, though. Disappointedly, this product didn't even make it to first base for me."
B0041NYV8E,1,I wasn't sure what to expect with the Ginger & Lemon drink but it was worse than I thought it would be. It tastes pretty bad. My and husband and I both tasted it and neither of us could finish it. It doesn't have a good flavor at all. My husband said it tasted like cold medicine. And it does. The nicest I could say is that it slightly tastes like a cough drop which is a little better than tasting like cold medicine.
B000NMJWZO,5,This is a fantastic product that tastes great.  We just love the pancakes.  I made the scones and took them to a supper where I had many compliments.  You can make many different baked items with this so it has a lot of uses.
B000NMJWZO,5,"This is the best gluten free pancake mix on the market.  I find the texture is better if you add in either chopped nuts or fruit.  I haven't used the mix for anything other than pancakes, but I've seen recipes posted online on various sights using this mix as one of the ingredients."
B006MONQMC,3,"I use Mio water enhancer and that interested me in trying Vitamin Squeeze Energy Drink. I am trying to drink less soda and thought this might be a fun addition to my day.  It is certainly a better value than Mio.<br /><br />First, it was a pain to open.  It took two of us to peel of the seal under the cap.  I was afraid we were going to spill red juice everywhere.  We finally got it open and added it to the water.  Sure enough, it tastes just like fruit punch.  There is a slight nasty aftertaste.  My palate is not sophisticated enough to tell what it is.  I do drink other diet drinks and found the aftertaste much more pronounced with this one.  As usual, ""energy"" means caffeine and taurine so you'd want to pay attention to that.<br /><br />Overall this might be something I use again."
B006MONQMC,3,"This is an energy drink concentrate in a squeeze bottle. Unlike what you might expect the squeezes are not measured, so you can squeeze as much concentrate as you want with each squeeze. The flavor is very mediocre. It was more like cool-aid than a punch flavor with any actual fruit in it. It purports to be good for you (it has vitamins added) but I seriously doubt there is any usable nutrition in this product. It does have caffeine and taurine, so in high enough doses it can be used as a stimulant. While it was drinkable I didn't detect any real thirst quenching capability. In short, it just seems like another product trying to jump on the caffeinated sports drink bandwagon."
B000GAT6NG,5,"I love this product. I used for my food, my skin and my lip, all worked very well. Great value!"
B000KV61FC,5,"I bought this for my one year old sheltie for Christmas and he LOVES it.  I put the Premier buddy berrys inside and they work quite well, as he can smell them through the holes in the toy. He's learned to stand it up and knock it over to get the treats to come out.  It's his new favorite toy and he drags it around everywhere.  It keeps him occupied for quite a while."
B000GAT6NG,4,Nutiva Coconut Oil was bought to see if it would help improve mental function.  We haven't used it long enough to tell.  The taste is good spread on bread in place of margarine  and mixed in with vegetables.  It needs no refrigeration and works well to fry eggs or grill sandwiches.  It is supposed to be good for the skin also.  Despite a slightly higher cost over butter or margarine it is worth it if our minds improve.  Time will tell...
B006MONQMC,4,"This is much more convenient than buying and storing the bottled vitamin drinks, and more eco-friendly. And unlike the little packets of powder, you don't even need a spoon to stir it into your glass of water. I got the fruit punch which tastes much like kool-aid, but would like to try another, more adult flavor. Wonder if they'll bring out a tea flavored variety?<br /><br />It apparently doesn't need refrigeration after opening, but tastes better quite cold. You could even keep a bottle on your desk."
B000GAT6NG,5,"I just got my Nutiva Coconut Oil yesterday and it has FAR exceeded my expectations.  I got the oil to use in a recipe for a pie crust.  Since yesterday I have tried it on my hair, skin, and on toasted cinnamon bread.  I was surprised at how great it smelled, but I was blown away by how yummy it TASTES!  I really wish that I would have bought a bigger jar!  This will be something that I continue to use for a long time!  Thanks Nutiva and Amazon!<br /><br />UPDATE: I have used my 15 oz. jar in 2 months and I am now ordering the 54 oz. jar...  I am blown away at how delicious this stuff is.  I eat it on toasted bread ALL the time.  I also use it on baked sweet potatos, baked butternut squash, and to cook pancakes on the stove.  My skin and hair are considerably softer!  I want to tell everyone I know about this stuff."
B004EAGP74,5,"I really like to use coconut oil for baking. It produces a much lighter end product than shortening does, and it's much better for you. Also, surprisingly, there's no heavy coconut taste. For health purposes, I also stir a teaspoonful into my coffee in the morning. Nutiva Coconut Extra-Virgin Oil works just fine. My only gripe: unlike with olive oils, as far as I know, there's no such thing as EXTRA virgin coconut oil. It's the same thing as virgin coconut oil. I suppose they label it that way for marketing purposes, but I never like to promote a myth. In any case, Nutiva works in every way that I expect it to, and buying the 54 ounce jar of Nutiva is the most economical way that I have found to buy it."
B006MONQMC,3,"This water flavorizer does what it intends. It flavors water to a sweet, fruit punch like flavor. It also packs a variety of vitamins (C & B vitamins). One thing that is less clear is how it gets it's sweetness, and a perusal of the ingredients list shows the sucralose artificial sweetener (Splenda). If you are wary of these artificial sweeteners, then stay away, otherwise, approach!"
B000NMJWZO,5,This is the best overall baking mix out there.  I have tried them all.
B0041NYV8E,4,"I received this product free as part of Amazon.com's vine program to generate reviews for new products. Since I have problems with digestion, I am always looking for products that can be good for digestion and this is Ginger which is good for it. OK so what can I tell you, this taste good, I like it. It taste like a ginger tea, it is not bitter but it has a kick so I am surmising it is real ginger. Having said that, I cannot confirm it because they only sent me one packet and thee no info on it, and not a package; So I cannot review whats in it as to how natural it is or not. I don't even know if its real Ginger or flavor. So all I can do hear is tell you it tastes good."
B004EAGP74,5,"Tastes good. I try using it as a substitute to butter. Also, I eat 2 Tbs daily, works as a good nutritional supplement."
B000GAT6NG,5,"I purchased this item because coconut oil is believed to help lower cholesterol.  While I've not had sufficient time to find out if this is true, it is a great product to cook with, great flavor and food does not taste like it's laden with grease nor does it retain a coconut flavor in cooking.  Good product."
B004EAGP74,5,"I buy this every two months. We have a family of 3 and use it for cooking, skincare, and my massage business. The only thing that would make this better is having an option to subscribe and save on it, I would be the first to click."
B006MONQMC,4,"I drink a LOT of water.  Water probably constitutes 95% of my liquid intake on any given day.  When these ""water enhancers"" hit the market, they seemed over-priced and questionable.  But when this one came around, I took Amazon up on their offer and gave it a try.<br /><br />To be frank, it's not bad!  As others have mentioned, the caffeine level is questionable, but I think that's alright.  Mixing caffeine, vitamins, and water seems like a futile effort because of caffeine's diuretic characteristics.<br /><br />Flavor: It tastes somewhere between Fruit Punch Kool-Aid and Hawaiian Punch.  The one-star deduction comes into play here because there's definitely a twinge of artificial sweetener -- a taste I cannot stand.  It's so minor, though, that I still enjoyed the drink.<br /><br />PROS:<br />-Easily gives water some taste.  Drink enough water and you yearn for anything to mix it up.  Simple as a squeeze!<br />-Pretty tasty and not overly-sweet.<br />-Good source of vitamins.<br />-The bottle is actually pretty big, so it should last a while.<br />-Good flavor<br /><br />CONS:<br />-Artificial sweetener taste to it (as well as aftertaste)<br />-Needs to be used within 30 days after its opened.<br /><br />CONCLUSION:<br />-Pretty tasty and a nice change from just plain, old water.  Plus, it offers up some actual benefits (unlike kool-aid and other stuff)."
B0041NYV8E,3,"This drink certainly has a nice and spicy ginger kick.  That made it interesting.  Other than that, it is honey sweetened.  I didn't notice the lemon flavor though - probably because I was too busy enjoying the ginger.  People that believe in that sort of thing think that ginger has some sort of curative effect.  I can't speak to that as I didn't have any ailments needing a cure.  Purely on conjecture, I think this drink would feel good on a sore throat.  I'd add whisky though.<br /><br />So, overall I found this to be an interesting drink but not one I'd push on friends, even if they're sick.  I have better recipes."
B0041NYV8E,4,"The full strength taste of this ginger/lemon drink is too strong for my taste, but diluting it by using half as much of the powder just means it makes twice as many servings. It would be great for a queasy stomach; these days I'm using it to mitigate my hay-fever induced congestion and itchy throat."
B0041NYV8E,4,"Okay, first a disclaimer...I enjoy authentic, fresh ground ginger root tea with a spot of honey and lemon on a fairly regular basis so perhaps I'm a bit harder critic than average.<br /><br />My hope was to find something that was easy to take along when traveling or during those times when I don't feel like going through the entire process of grinding fresh ginger etc...<br /><br />So, to that extent this is a satisfactory alternative. On the other hand, I wouldn't give up fresh for this alone...that probably goes without saying. So, bottom line is if you are short on time, travel or just want a decent cup of ginger tea, this is a nice alternative to the real deal."
B006MONQMC,4,"Vitamin Squeeze was very easy to use.  It gives you Vitamin C with no calories.  The mixture uses sucralose as the sweetener.  As with most artificial sweeteners, it may or may not trigger your bitter taste buds.  For me, it was also hard to get the right amount of sweetness:  It was either too light or too sweet.  If you can get the flavor right, then this is the energy drink for you."
B000NMJWZO,5,"This baking mix is delicious and versatile.  My daughters have made our favorite recipes of chocolate cake and chocolate chip cookies with it and it was fabulous!  I've been making the pancakes (and waffles) for months now and I really love those too, but I didn't expect the cake and cookies to be so delicious!  I am completely thrilled with this product!"
B006MONQMC,2,"While this product tasted fine to me and seems like a great idea, looking at the ingredients list, I wish it contained more natural ingredients and less chemicals. This may be a good way for kids to get vitamin C for example but I personally would prefer to give kids something more natural."
B0041NYV8E,4,"I am nauseated quite a but due to a medical issue -- I find ginger helps quite a bit.<br /><br />This drink is a nice way for me to get a dose of real ginger, in a form that's always on hand (a lot of ginger products don't actually contain real ginger, but this does).<br /><br />I just found the lemon flavor to be a little bit 'lemon candy' flavored (kind of like the lemon in canned iced tea)...but overall, I like this drink and would recommend it.  Just be sure you like ginger...it's not the most subtle of flavors!  :-)"
B000GAT6NG,5,"This coconut oil is fantastic for all my culinary needs, works great in stir fry, smoothies, raw cookies, etc.<br />I also love that it's organic."
B000GAT6NG,5,"I have had other brands of Coconut Oil and this one smelled much fresher and stayed that way longer, too."
B000NMJWZO,5,"This is a Wonderful substitute for flour when on a gluten-free diet.  The bag has various recipes for cookies, muffins, deep frying batter and banana bread, as well as pancakes and waffles. We use it to make gravy and sauces too."
B0041NYV8E,2,"I received a single serving packet of this item for review. Frankly, it was nasty. I prepared it according to the instructions on the product (add 1 cup of hot water, stir and serve instantly). Yuck. Considering that it was supposed to taste like ginger, honey and perhaps a little lemon flavor - I was not pleased. Then I tried putting it over ice and yes, adding a little sugar. No improvement. I can't see recommending the beverage, buying this or encouraging others to use it despite the medicinal qualities of ginger for motion sickness or the nausea of pregnancy, etc. It did absolutely nothing for my digestion, either.<br /><br />I am sure whether or not you like this will be wholly a matter of personal taste. It was not for me!"
B000KV61FC,4,"My 13 lb dachshund is extremely destructive with his toys and needs a lot of interaction with most toys constantly.  I filled this toy with organic cheerio type cereal and he was delighted.  It took him about 3 minutes to work out how to get the treats out.<br /><br />I dropped a star because he is able to pull small chunks off the purple molding.  I sort of expected that because he is like that with everything though.  Luckily, he spits the rubber out after he pops it off, so I can let him play with it when I am home to supervise his play."
B0041NYV8E,3,"Like most other posters ahead of me, I was struck by just how much ginger there was to taste in this product. After making the drink, the smell was overwhelming but not horrible. The taste wasn't all that pleasant, with the ginger masking the lemon taste. I could detect the lemon when I was making it in the aroma, but none in the taste.<br /><br />I can imagine using this when I am sick, to open my sinuses or help clear my nose and head. But as an everyday drink, no way."
B000KV61FC,5,"I've got a dog who gets bored while I'm away and in a last ditch effort I thought I'd try this product to help her keep occupied during the day and I gotta say it did it. We've only been using the jug a couple days but it has made a world of difference. It seems to have taken her a while to figure it out, but I have completely switched her over to being fed from the jug while I'm gone and she's already a much happier pup."
B004EAGP74,5,"This is extremely tasty coconut oil. I decided to try it because it is so inexpensive. It smells wonderful and like another reviewer stated ""you can eat it right out the jar"", and a huge jar it is....54oz is quite a lot.  I won't fry with it, but I'll definitely make some popcorn and bakery goods using it. I was using another brand, but like this better. Excellent quality at a great price."
B000NMJWZO,5,This gluten free mix is very Yummy!  Many recipies can be made with this mix and it tastes very good. I love the auto shipping that is offered through amazon.  Try Pammela's you'll love it!
B000KV61FC,1,I have dogs who are 85 pounds. They chewed the bottle toy in less than 10 minutes; trashed it.<br />I have not tried this with a little dog.
B000KV61FC,3,"My dog LOVES to chew her toys, and I thought that with the advertising that the bottle was ""bullet-proof"" that meant they had made the rest of it as indestructible as they could.  I would have been happy to get a week's play out of this.  No go.<br /><br />My dog loved the treat aspect of this toy.  She spent a long time working the treats out one by one, and I was really happy with how busy it kept her.<br /><br />Until I went to pick it up to bring it inside with us at night.  I found several little pieces of the rope part that she had torn off.  I realize it's difficult to make a toy unchewable, but this wasn't even close to as durable as it could be.<br /><br />For a dog that doesn't try to destroy toys, this would be a wonderful toy!"
B0041NYV8E,1,"This drink went down the sink after 1 sip. It smells great, but taste is so strong I can not believe it.<br /><br />It tastes like chewing raw ginger, burns and it's very intensive. Don't like it raw, do not drink it."
B000NMJWZO,5,"I don't know how many different brands of gluten free flour I tried but I know I wasted a lot of money. No matter what concessions I made to balance out my recipes they always came out off and no where near as good as the wheat flour versions. I was getting ready to start experimenting with making my own mix when I found Pamela's. Now my baked goods are coming out fluffy, light and moist just like should and without changing any other ingredients."
B0041NYV8E,3,"I admit it up front:  I don't like spicy food or spicy drinks.  I hate pepper with a passion as well as other ""hot"" spices.  I will occasionally drink ginger ale and eat gingersnap cookies, so I thought that I might like this ginger/lemon beverage.  But it had far too much kick to the ginger to suit me.  Those who like ginger and don't mind the spicyness will probably like this.  I even tried it cooled as an iced drink (which I usually prefer) and still hated it.  To be fair, since I knew that I don't like really spicy food or drink, I gave it three stars.  And I think that if they would work on it and tone down the ginger, it could be a good beverage.  But not as it is right now; at least not for me.  Also, if they're going to sell it in America, they'll have to change the instructions to show how much water to add in cups instead of using ml.  I just kept adding water and tasting it until I thought it was about where it was supposed to be, but I had no idea if I was right (and I hated it at every level) about the measurement."
B000GAT6NG,5,"I think I will always use coconut oil from now on. It is just amazing. Since I can't get oil in Istanbul, I actually wish I had bought more of it. This brand of coconut oil is smooth, creamy, and sooooo delicious."
B000NMJWZO,5,"I have been pursuing a mainly gluten-free diet for years. While I have tried various products, nothing could replicate the taste and texture of a wheat baked good. I eventually gave up.<br /><br />Until last night.<br /><br />I received Pamela's in the mail, and I decided to make pancakes. For that one experience alone, it was worth the money. The pancakes were just like how Mom used to make 'em when I was a little girl, pre gluten-free days. They were light and fluffy, and cooked up so quickly. AND NO AFTER TASTE!!<br /><br />I also made chocolate chip cookies....incredible, amazing, so moist and chewy and DELICIOUS!!<br /><br />It is as if I woke up last night, and realized that I didn't have to stop baking, that being ""gluten-free"" would no longer be a chore.<br /><br />I can't wait to attack my Pamela's bread mix this weekend, and resurrect the focaccia bread I used to make in my college days..."
B006MONQMC,5,"I like this product very much. It has a resemblance to Kool-Aid in terms of the fruit punch taste, just not as sweet. It also isn't overpowered by a taste of vitamins like some other vitamin infused drinks such as Vitamin Water can be (I actually find Vitamin Water to be okay, it's just certain flavors have a heavy bottled vitamin taste. I would totally have this stocked in the house or at work and I would wholeheartedly recommend this. Try it, you'll like it!"
B000GAT6NG,5,"Quality coconut oil.  Superior to many others.  Great product.  Great taste; great for your health.  -Steve, KY"
B006MONQMC,4,"I cant say how much energy this drink supplement will give you, but I do enjoy the taste. It tastes like Hawaiian Punch did to me as a kid, but without the sugar. You just squeeze some into some water and you have a healthy drink without the carbonation or sugar of soft drinks. I like it. It's a nice break from lemonade, iced tea and other such drinks. And it makes water taste good!"
B004EAGP74,3,"I have purchased this exact product elsewhere & have yet to find this great of a deal! Nutiva tastes & smells amazing!! I truly appreciate the option to ""auto ship"" too. I use this oil from cooking, to hair care, to skin care...love it!"
B000NMJWZO,5,"This is the best pancake mix I've ever tried, gluten-free or not.  We discovered it when my son was diagnosed with celiac disease, but it is now the family's regular pancake mix because it is more delicious than the regular pancake mixes.  It is also a great baking mix.  The protein from the almond flour is an added bonus."
B0041NYV8E,1,"I'm not a huge ginger fan, but I have had a lot of ginger tea and the like lately because of a pregnancy (its supposed to ease an upset stomach). This stuff I would not reach for again. In fact, I might not even finish the cup in front of me. It's really....bitter? No, not even that. There's that weird sort of tang ginger has, and this has it big-time, even though I actually watered it down more than I should have (really, it's about 1 packet to 1 measured cup of water). I really only taste the lemon as an aftertaste.<br /><br />Also, the actual stuff is a bit weird. If you're used to the now common little packets of powder you add to a bottle of water, this is WAY more powder to mix in. The packet is about the size of a large teabag, but full. It's also a different consistency...almost looks like small betta fish food. It also smells weird to me.<br /><br />In short, if you want a ginger-lemon hot drink, there are many better alternatives in my opinion."
B000GAT6NG,5,"I love this stuff. I use it to cook with, I spread it on bread like butter, I use it on my dry skin. I have different uses all over the house for it."
